,mean,var,cov
0,0.08358611166477203,1.980228066444397,0.9926146268844604
1,0.08054908365011215,1.8724689483642578,0.9532359838485718
2,0.0552288293838501,1.7440776824951172,0.9091741442680359
3,0.026103034615516663,1.6389366388320923,0.8687876462936401
4,-0.010287461802363396,1.5334866046905518,0.8287093043327332
5,-0.03768536075949669,1.4464704990386963,0.7933833003044128
6,-0.03880981355905533,1.4286534786224365,0.7847055792808533
7,-0.057291485369205475,1.3717809915542603,0.7618905305862427
8,-0.07865455001592636,1.3118232488632202,0.736892819404602
9,-0.08570311218500137,1.25690758228302,0.7132411003112793
10,-0.09443681687116623,1.2155909538269043,0.6945661306381226
11,-0.09444253891706467,1.182450294494629,0.6797593235969543
12,-0.09182526171207428,1.1765140295028687,0.6770508289337158
13,-0.09488455951213837,1.155219316482544,0.6687830686569214
14,-0.09619329869747162,1.1328604221343994,0.6597315073013306
15,-0.08988029509782791,1.1111167669296265,0.6485794186592102
16,-0.09287326037883759,1.1029106378555298,0.6426311731338501
17,-0.09055767953395844,1.0911880731582642,0.6395119428634644
18,-0.09022249281406403,1.0829582214355469,0.6368934512138367
19,-0.09109105169773102,1.0766913890838623,0.6330456137657166
20,-0.08978249132633209,1.0724725723266602,0.6317492127418518
21,-0.09348009526729584,1.0661695003509521,0.6277661919593811
22,-0.10049333423376083,1.0563642978668213,0.6229841113090515
23,-0.08980169147253036,1.055126428604126,0.6222012042999268
