,sample_№,"inference_time, сек.",2-WD_max,2-WD,"delta_W, %",mean_opt,mean,"delta_mean, %",var_opt,var,"delta_var, %",cov
0,0,0.47492051124572754,141.42472848662115,0.5413622639170964,99.61720819993067,-10.000353813171387,-10.014796257019043,0.14441932873049174,1.0020257234573364,1.0319395065307617,2.985330852606494,0.6177032589912415
1,1,0.43817996978759766,141.43302690922806,0.5605374787377275,99.60367285422133,-10.000353813171387,-10.014677047729492,0.14322727801130847,1.0020257234573364,1.0316051244735718,2.951960246507061,0.61820387840271
2,2,0.4553189277648926,141.4311223897367,0.5620692750581843,99.6025844484856,-10.000353813171387,-10.01625919342041,0.15904817515630884,1.0020257234573364,1.0305558443069458,2.8472443552816746,0.6180202960968018
3,3,0.46767544746398926,141.4225692030366,0.5579976637698902,99.60543945219324,-10.000353813171387,-10.015795707702637,0.15441348196012428,1.0020257234573364,1.031792163848877,2.9706263716300594,0.6204631924629211
4,4,0.42720675468444824,141.44489748605423,0.556441261451309,99.60660209640565,-10.000353813171387,-10.0132417678833,0.12887498735234185,1.0020257234573364,1.032851219177246,3.0763178028555007,0.6161301136016846
5,5,0.4593994617462158,141.42879509104264,0.5703669119894249,99.59671090203219,-10.000353813171387,-10.015868186950684,0.1551382487973877,1.0020257234573364,1.0300803184509277,2.799787903327793,0.6180036664009094
6,6,0.4505302906036377,141.42412472974686,0.5570069453798434,99.60614432195055,-10.000353813171387,-10.013897895812988,0.13543603451072658,1.0020257234573364,1.0286223888397217,2.6542896813684114,0.6181192994117737
7,7,0.4951446056365967,141.4257196883635,0.5561354378255011,99.6067649936299,-10.000353813171387,-10.014686584472656,0.14332264206884313,1.0020257234573364,1.0294207334518433,2.733962746982637,0.6186892986297607
8,8,0.4560978412628174,141.4147346470788,0.5511671463321087,99.61024772439193,-10.000353813171387,-10.014342308044434,0.13987999959184183,1.0020257234573364,1.0288063287734985,2.672646488930417,0.6166732311248779
9,9,0.4364316463470459,141.43712226324237,0.5504053701210716,99.61084801407607,-10.000353813171387,-10.013633728027344,0.13279445011701646,1.0020257234573364,1.0300288200378418,2.794648473083602,0.6190730333328247
