,mean,var,cov
0,0.9758808016777039,1.9092854261398315,0.9680432677268982
1,0.7903137803077698,1.6090527772903442,0.8576223850250244
2,0.46053963899612427,1.3894647359848022,0.7680006623268127
3,-0.17273502051830292,1.2568012475967407,0.7124426364898682
4,-0.7394662499427795,1.168962836265564,0.6754752397537231
5,-0.939338207244873,1.108729362487793,0.6514391303062439
6,-0.9960820078849792,1.0856424570083618,0.6426090002059937
7,-1.0109461545944214,1.0611884593963623,0.6326094269752502
8,-0.9899444580078125,1.055420160293579,0.6307917237281799
9,-0.9963040351867676,1.0442012548446655,0.6250021457672119
10,-0.9780043959617615,1.0338419675827026,0.6189944744110107
11,-1.0031001567840576,1.0334950685501099,0.6198263168334961
12,-0.9964861869812012,1.032393455505371,0.6193337440490723
13,-0.9908435940742493,1.0305544137954712,0.6183178424835205
