,0
0,0.3446164131164551
1,0.9872803688049316
2,0.8796186447143555
3,0.9841485023498535
4,0.9377989768981934
5,0.8905785083770752
6,0.9684467315673828
7,0.9341082572937012
8,0.9134888648986816
9,1.009394645690918
10,0.9531538486480713
11,0.8823068141937256
12,0.9540755748748779
13,0.9060764312744141
14,0.8572382926940918
15,0.8979227542877197
16,0.9259977340698242
17,0.9278640747070312
18,0.9390013217926025
19,0.8593540191650391
20,0.906238317489624
21,0.890641450881958
22,0.9062502384185791
23,0.8749754428863525
24,0.9374978542327881
25,0.9687740802764893
26,0.9062275886535645
27,0.8437497615814209
28,0.8749988079071045
29,0.8437504768371582
30,0.9374964237213135
31,0.8750226497650146
32,0.9062445163726807
33,0.8593611717224121
34,0.8749988079071045
35,0.8593871593475342
36,0.8593769073486328
37,0.906257152557373
38,0.89060378074646
39,0.8906230926513672
40,0.9218502044677734
41,0.8906078338623047
42,0.890625
43,0.8437633514404297
44,0.8749756813049316
45,0.8593900203704834
46,0.9062442779541016
47,0.8593668937683105
48,0.8593752384185791
49,0.8593845367431641
50,0.9469068050384521
51,0.9063680171966553
52,0.8860294818878174
53,1.0351784229278564
54,0.9255526065826416
55,0.9170322418212891
56,0.9282271862030029
57,0.9767589569091797
58,0.898273229598999
59,0.9369914531707764
60,1.0135986804962158
61,0.8812534809112549
62,0.9519984722137451
63,0.9355003833770752
64,0.9759595394134521
65,0.9291527271270752
66,0.8613386154174805
67,0.8675673007965088
68,0.9232263565063477
69,0.8894748687744141
70,1.0069165229797363
71,0.9154706001281738
72,0.9441344738006592
73,0.9579501152038574
74,0.9272341728210449
75,0.9384112358093262
76,0.9630975723266602
77,0.9370687007904053
78,0.8956589698791504
79,0.9154489040374756
80,0.9875178337097168
81,0.9339611530303955
82,0.9107880592346191
83,0.8864614963531494
84,0.8855335712432861
85,0.8939034938812256
86,0.984269380569458
87,0.9855225086212158
88,0.9987888336181641
89,0.9294250011444092
90,0.9541091918945312
91,0.9178216457366943
92,0.9418838024139404
93,0.9369521141052246
94,0.9542422294616699
95,0.9447267055511475
96,0.899954080581665
97,0.9269440174102783
98,0.9086508750915527
99,0.9635326862335205
