,sample_№,"inference_time, сек.",2-WD_max,2-WD,"delta_W, %",mean_opt,mean,"delta_mean, %",var_opt,var,"delta_var, %",cov
0,0,0.05503726005554199,4.4775613047106,0.06692076386164422,98.50541937212026,-1.0026826858520508,-1.005847692489624,0.3156538636032905,1.0005173683166504,1.0177971124649048,1.7270808778989217,0.606885552406311
1,1,0.04897117614746094,4.4630287122479855,0.07861295685327852,98.23857380443154,-1.0026826858520508,-1.0061731338500977,0.34811092754441986,1.0005173683166504,1.0105884075164795,1.0065831457552221,0.609304666519165
2,2,0.04549431800842285,4.493250942868217,0.07018385631194378,98.4380161000502,-1.0026826858520508,-0.9925023317337036,1.0153116496368138,1.0005173683166504,1.0235087871551514,2.2979529957769307,0.6138647794723511
3,3,0.06226158142089844,4.466138309929471,0.0755106176476743,98.30926378881296,-1.0026826858520508,-1.010249137878418,0.7546207921140511,1.0005173683166504,1.0252882242202759,2.475804687459043,0.6096317172050476
4,4,0.04531502723693848,4.463276317714295,0.05993021077244901,98.65725967862237,-1.0026826858520508,-1.002225399017334,0.04560633599933041,1.0005173683166504,1.0180599689483643,1.7533529339154728,0.6003257632255554
5,5,0.031707763671875,4.473263545754496,0.07999676354765681,98.21166889163997,-1.0026826858520508,-1.0025355815887451,0.014671068462766872,1.0005173683166504,1.027062177658081,2.6531082999680207,0.6139955520629883
6,6,0.05999350547790527,4.472482876247778,0.05808903667204121,98.70119040632805,-1.0026826858520508,-1.0036066770553589,0.09215190571710376,1.0005173683166504,1.0295823812484741,2.90499833908181,0.6115849614143372
7,7,0.04702329635620117,4.479860215476415,0.07035282837917896,98.42957536629974,-1.0026826858520508,-0.9990299344062805,0.3642978478945471,1.0005173683166504,1.0191547870635986,1.8627781323082186,0.611133873462677
8,8,0.04677104949951172,4.490723411810475,0.06707320837445768,98.50640526650879,-1.0026826858520508,-0.9982965588569641,0.4374391875889895,1.0005173683166504,1.0259771347045898,2.54466011227521,0.6153237223625183
9,9,0.04204607009887695,4.4755489840378315,0.08570689184469876,98.0849971221324,-1.0026826858520508,-1.0069520473480225,0.42579387838373806,1.0005173683166504,1.0264761447906494,2.59453531703044,0.6134915947914124
