,mean,var,cov
0,1.6918878555297852,0.6801339983940125,0.7604857683181763
1,0.2686036229133606,0.72185218334198,0.7617436647415161
2,-0.17929120361804962,0.7436615824699402,0.7584067583084106
3,-1.1590757369995117,0.881787896156311,0.7623685598373413
4,-2.7296080589294434,1.3708040714263916,0.7599765062332153
5,-3.329509735107422,1.4061603546142578,0.7510265111923218
6,-3.8888306617736816,1.3748958110809326,0.7528284788131714
7,-4.466021537780762,1.368875503540039,0.7515660524368286
8,-4.910426139831543,1.3654296398162842,0.7490879893302917
9,-5.269986152648926,1.379908800125122,0.7550104856491089
10,-5.349392890930176,1.3763158321380615,0.7536723017692566
11,-5.377410411834717,1.3793926239013672,0.7534553408622742
12,-5.425969123840332,1.379089117050171,0.7535209059715271
13,-5.467642307281494,1.3781239986419678,0.7529226541519165
14,-5.498848915100098,1.3765934705734253,0.7530068159103394
15,-6.176868915557861,1.3625510931015015,0.7454004287719727
16,-6.636261940002441,1.3617002964019775,0.7501827478408813
17,-6.898919105529785,1.3763513565063477,0.7516964673995972
18,-7.177650451660156,1.408132791519165,0.7568718791007996
19,-7.359933376312256,1.3982001543045044,0.7538658380508423
20,-7.573941230773926,1.3251228332519531,0.7482240796089172
21,-7.719858646392822,1.3789666891098022,0.7556746602058411
22,-7.830289363861084,1.3326270580291748,0.7479329109191895
23,-7.948051452636719,1.3840745687484741,0.7577147483825684
24,-8.049009323120117,1.3711693286895752,0.7553332448005676
