,mean,var,cov
0,0.11807255446910858,2.0146138668060303,1.0043634176254272
1,0.04986809939146042,1.7702817916870117,0.9163988828659058
2,-0.017184022814035416,1.5475454330444336,0.8283390998840332
3,-0.054309915751218796,1.3737906217575073,0.7527958154678345
4,-0.10144796222448349,1.2634035348892212,0.7104662656784058
5,-0.09542309492826462,1.1890227794647217,0.6756292581558228
6,-0.09293011575937271,1.1512140035629272,0.6626218557357788
7,-0.09298471361398697,1.1252806186676025,0.6501973867416382
8,-0.09938473254442215,1.1064503192901611,0.6432174444198608
9,-0.10539595037698746,1.0925490856170654,0.6364781856536865
10,-0.08330520987510681,1.0770301818847656,0.6302507519721985
11,-0.10022096335887909,1.0751838684082031,0.6304656267166138
12,-0.09191492944955826,1.0534443855285645,0.6225076913833618
13,-0.09959735721349716,1.0560956001281738,0.6224983930587769
14,-0.1020917296409607,1.0474183559417725,0.616334855556488
15,-0.10117621719837189,1.0400936603546143,0.6166785955429077
16,-0.08536707609891891,1.043788194656372,0.6192929744720459
17,-0.10116298496723175,1.0376948118209839,0.6163605451583862
18,-0.09078377485275269,1.0293315649032593,0.6118246912956238
19,-0.09580444544553757,1.0277488231658936,0.6097403764724731
20,-0.09445436298847198,1.0246723890304565,0.6095044612884521
21,-0.09300323575735092,1.029919981956482,0.6160489320755005
22,-0.09619536250829697,1.0270525217056274,0.6117276549339294
23,-0.10004635900259018,1.0283565521240234,0.6104609966278076
