,0
0,0.3758416175842285
1,1.018705129623413
2,1.0819041728973389
3,1.1180107593536377
4,1.0333068370819092
5,0.9350221157073975
6,0.9796183109283447
7,1.0832836627960205
8,1.164970874786377
9,0.9460558891296387
10,0.9902830123901367
11,0.884392499923706
12,0.915585994720459
13,0.8760421276092529
14,0.8387751579284668
15,0.9134831428527832
16,0.9197657108306885
17,0.8994553089141846
18,0.8977150917053223
19,0.9156606197357178
20,0.954291582107544
21,0.9211244583129883
22,0.9006073474884033
23,0.8812427520751953
24,0.9375321865081787
25,0.9136612415313721
26,0.9171385765075684
27,0.8940894603729248
28,0.91982102394104
29,1.0011913776397705
30,0.9843521118164062
31,0.9062502384185791
32,1.0000109672546387
33,0.9218728542327881
34,1.0000011920928955
35,0.9375081062316895
36,0.9687285423278809
37,0.9375126361846924
38,0.968726396560669
39,0.9218840599060059
40,0.9356968402862549
41,1.1875200271606445
42,0.9062278270721436
43,0.8750016689300537
44,0.8931436538696289
45,0.9687590599060059
46,0.9374849796295166
47,0.9374988079071045
48,0.9062490463256836
49,0.9687526226043701
50,0.994267463684082
51,0.937469482421875
52,0.9221959114074707
53,0.9372596740722656
54,0.9232032299041748
55,0.8914530277252197
56,0.9120767116546631
57,0.8700597286224365
58,0.8844003677368164
59,0.8953022956848145
60,0.9340019226074219
61,0.9114670753479004
62,0.901005744934082
63,0.9488911628723145
64,0.9437904357910156
65,0.9312167167663574
66,0.92923903465271
67,0.9304394721984863
68,0.9304673671722412
69,0.9442882537841797
70,0.929335355758667
71,0.9314806461334229
72,0.9281518459320068
73,0.9375653266906738
74,0.9685988426208496
75,0.9290018081665039
76,0.9198174476623535
77,0.9709794521331787
78,0.9208168983459473
79,0.9025616645812988
80,0.9250104427337646
81,0.9384794235229492
82,0.9175624847412109
83,0.8968408107757568
84,0.955225944519043
85,0.9016084671020508
86,0.9108645915985107
87,0.9016716480255127
88,0.9266350269317627
89,0.8925166130065918
90,0.9797203540802002
91,0.9576995372772217
92,0.9494278430938721
93,0.9256863594055176
94,0.917517900466919
95,0.942814826965332
96,0.9248149394989014
97,0.9333324432373047
98,0.912665605545044
99,0.9383029937744141
