,mean,var,cov
0,0.9596689343452454,1.9673596620559692,0.9886857867240906
1,-0.9843676090240479,1.168643593788147,0.6713674068450928
2,-0.957902193069458,1.0751312971115112,0.6317046284675598
3,-1.0016473531723022,1.0501928329467773,0.6216638088226318
4,-0.998942494392395,1.0491468906402588,0.6216486096382141
5,-0.9947904944419861,1.047532320022583,0.6244175434112549
6,-0.9821771383285522,1.0365290641784668,0.618191659450531
7,-1.0101211071014404,1.0379351377487183,0.6207571625709534
8,-1.0050464868545532,1.0307095050811768,0.6180062890052795
9,-1.006964087486267,1.0318340063095093,0.6182657480239868
10,-0.9937270879745483,1.0306209325790405,0.6180879473686218
11,-0.9953569769859314,1.027632474899292,0.6186111569404602
12,-0.9995170831680298,1.0291324853897095,0.6167409420013428
13,-1.0015581846237183,1.026574730873108,0.6167272329330444
14,-0.9976730346679688,1.0263923406600952,0.6172091960906982
15,-0.9992637038230896,1.0252336263656616,0.6177281737327576
16,-0.99882972240448,1.0260283946990967,0.6173374652862549
17,-0.9974076747894287,1.02738356590271,0.6168315410614014
18,-0.9975888729095459,1.0238213539123535,0.6158196330070496
19,-0.9958034753799438,1.025158166885376,0.6161467432975769
20,-1.0010652542114258,1.0254490375518799,0.6186826825141907
21,-1.0003044605255127,1.0221182107925415,0.6154245734214783
