,sample_№,"inference_time, сек.",2-WD_max,2-WD,"delta_W, %",mean_opt,mean,"delta_mean, %",var_opt,var,"delta_var, %",cov
0,0,0.20774364471435547,14.130619288233717,0.46917620852987746,96.67971941668155,-0.9991748332977295,-0.9988507628440857,0.03243380866331667,0.9989898204803467,1.02573561668396,2.677284157986018,0.6169506311416626
1,1,0.19129729270935059,14.148929034859453,0.48081495072476393,96.60175728113306,-0.9991748332977295,-0.9973152279853821,0.1861141063981638,0.9989898204803467,1.0267746448516846,2.7812920413921782,0.6172186136245728
2,2,0.21233153343200684,14.131602902204902,0.48644875662113624,96.55772413088937,-0.9991748332977295,-0.9978480339050293,0.13278951275435513,0.9989898204803467,1.0220493078231812,2.3082805119822667,0.614558219909668
3,3,0.21076536178588867,14.144751644792604,0.4812838271525202,96.59743882933635,-0.9991748332977295,-0.9990829229354858,0.009198626624762608,0.9989898204803467,1.0222766399383545,2.331036711346143,0.6154409050941467
4,4,0.21480083465576172,14.126143179841508,0.4838647138125447,96.5746863269584,-0.9991748332977295,-0.9998165369033813,0.06422335553968497,0.9989898204803467,1.0256341695785522,2.6671291891036586,0.6183669567108154
5,5,0.2245182991027832,14.13416853692322,0.48093143326918014,96.5973843313611,-0.9991748332977295,-1.000717282295227,0.15437228261712502,0.9989898204803467,1.0248138904571533,2.5850183302558167,0.6170608401298523
6,6,0.21111607551574707,14.139049164329611,0.47405902211288736,96.64716476615091,-0.9991748332977295,-0.9984515905380249,0.07238400484103079,0.9989898204803467,1.0173509120941162,1.8379658368231344,0.6109330654144287
7,7,0.20759367942810059,14.133682278518858,0.4625992188744622,96.7269731287398,-0.9991748332977295,-1.0011624097824097,0.19892179210722044,0.9989898204803467,1.0218610763549805,2.289438331177043,0.6147373914718628
8,8,0.21338820457458496,14.146908772554124,0.47513706546549556,96.6414071575319,-0.9991748332977295,-0.9998700618743896,0.06958027299042222,0.9989898204803467,1.0257834196090698,2.6820692843336396,0.6161183714866638
9,9,0.19915437698364258,14.157825655671047,0.478053449464565,96.62339782187475,-0.9991748332977295,-0.9980370998382568,0.11386730545620534,0.9989898204803467,1.023364543914795,2.43993711795062,0.6155999302864075
