,0
0,0.5142741203308105
1,1.1683659553527832
2,1.0750904083251953
3,1.0597195625305176
4,1.1698596477508545
5,1.0531432628631592
6,1.039726972579956
7,1.072220802307129
8,1.0320889949798584
9,1.0230765342712402
10,1.0772626399993896
11,1.0249264240264893
12,1.0406618118286133
13,1.0589673519134521
14,1.0516059398651123
15,1.0221912860870361
16,1.0402469635009766
17,1.054004430770874
18,1.0374844074249268
19,1.0565447807312012
20,1.0810019969940186
21,1.0893547534942627
22,1.0205707550048828
23,1.0258877277374268
24,1.0263502597808838
25,1.044064998626709
26,1.0752770900726318
27,1.0296831130981445
28,1.046539306640625
29,1.0393433570861816
30,1.1303155422210693
31,1.0730679035186768
32,1.0630099773406982
33,1.0454578399658203
34,1.0592968463897705
35,1.0574626922607422
36,1.034130573272705
37,1.0341954231262207
38,1.0509135723114014
39,1.047736644744873
40,1.132622241973877
41,1.0963902473449707
42,1.1451318264007568
43,1.087566614151001
44,1.043313980102539
45,1.1059105396270752
46,1.0591669082641602
47,1.0961754322052002
48,1.0350661277770996
49,1.1255431175231934
50,1.1505072116851807
51,1.0863215923309326
52,1.0735437870025635
53,1.1268856525421143
54,1.0718579292297363
55,1.0753817558288574
56,1.048158884048462
57,1.0767903327941895
58,1.0548756122589111
59,1.0816624164581299
60,1.0819306373596191
61,1.043097734451294
62,1.0570919513702393
63,1.045243501663208
64,1.0504300594329834
65,1.0237126350402832
66,1.028120994567871
67,1.1119868755340576
68,1.1628444194793701
69,1.1368203163146973
70,1.1004142761230469
71,1.1387484073638916
72,1.1177358627319336
73,1.0737395286560059
74,1.0988752841949463
75,1.1198749542236328
76,1.0821354389190674
77,1.0379340648651123
78,1.0736050605773926
79,1.0256388187408447
80,1.0972232818603516
81,1.037398099899292
82,1.066493034362793
83,1.0354044437408447
84,1.0596790313720703
85,1.0697033405303955
86,1.2097642421722412
87,1.0822906494140625
88,1.0803332328796387
89,1.069284439086914
90,1.5066702365875244
91,1.3020994663238525
92,1.1370081901550293
93,1.0670561790466309
94,1.053948163986206
95,1.0744318962097168
96,1.0659987926483154
97,1.1000604629516602
98,1.0605964660644531
99,1.0755016803741455
100,0.7154293060302734
101,1.7441332340240479
102,1.4968671798706055
103,1.381343126296997
104,1.3896520137786865
105,1.0523736476898193
106,1.0446152687072754
107,1.0618267059326172
108,1.0460917949676514
109,1.038099765777588
110,1.1102333068847656
111,1.0566978454589844
112,1.044773817062378
113,1.0420918464660645
114,1.0279805660247803
115,1.0434210300445557
116,1.027897834777832
117,1.0439813137054443
118,1.0488812923431396
119,1.046947956085205
