,0
0,0.38644933700561523
1,1.0422255992889404
2,1.0521953105926514
3,1.056015968322754
4,0.9948525428771973
5,1.0093681812286377
6,1.0218369960784912
7,1.027010202407837
8,1.07676100730896
9,1.0534918308258057
10,1.0416843891143799
11,1.0376760959625244
12,1.040071725845337
13,0.976482629776001
14,1.0084285736083984
15,1.0348193645477295
16,1.0399036407470703
17,1.048964500427246
18,1.0135462284088135
19,1.081164836883545
20,1.0822391510009766
21,1.2624926567077637
22,1.125124454498291
23,0.9992446899414062
24,1.0123178958892822
25,1.000715732574463
26,1.0455598831176758
27,1.016204833984375
28,0.9841382503509521
29,1.0002973079681396
30,1.0269572734832764
31,1.051090955734253
32,1.0906660556793213
33,1.0029487609863281
34,1.0451676845550537
35,1.0360417366027832
36,1.0271432399749756
37,1.0093352794647217
38,1.0593795776367188
39,0.9407808780670166
40,1.047389030456543
41,1.000143051147461
42,1.0463998317718506
43,1.045516014099121
44,1.18607759475708
45,1.0334279537200928
46,1.103945016860962
47,1.071073055267334
48,1.069875955581665
49,1.0668158531188965
50,1.063474416732788
51,1.0646369457244873
52,1.0626094341278076
53,1.0157406330108643
54,1.0157244205474854
55,1.0619821548461914
56,1.0158154964447021
57,1.0622923374176025
58,1.093961477279663
59,1.0621724128723145
60,1.0572617053985596
61,0.9978981018066406
62,0.987459659576416
63,0.99794602394104
64,1.034318208694458
65,1.0511620044708252
66,1.0508432388305664
67,1.027885913848877
68,1.0836422443389893
69,1.01246976852417
70,1.0274009704589844
71,1.036625862121582
72,1.009941577911377
73,1.0532028675079346
74,1.0403003692626953
75,1.0697364807128906
76,1.0249371528625488
77,1.0540931224822998
78,1.0073223114013672
79,1.0884740352630615
80,1.0142123699188232
81,1.0481140613555908
82,0.9990618228912354
83,1.0176725387573242
84,1.132150411605835
85,1.0505642890930176
86,1.0079450607299805
87,0.9822030067443848
88,1.0159804821014404
89,1.0098607540130615
90,1.073340654373169
91,1.025601863861084
92,1.0114853382110596
93,1.0229215621948242
94,0.9999892711639404
95,1.0009162425994873
96,1.07602858543396
97,1.0000452995300293
98,1.0155398845672607
99,1.0156631469726562
100,1.0668811798095703
101,1.0635230541229248
102,1.070371389389038
103,1.0232503414154053
104,1.03157377243042
105,1.0310931205749512
106,1.031324863433838
107,1.023458480834961
108,1.008605718612671
109,1.0300357341766357
110,1.0424461364746094
111,1.0342540740966797
112,1.179039716720581
113,1.1562435626983643
114,1.1250085830688477
115,1.0781128406524658
116,1.0781466960906982
117,1.1350617408752441
118,1.108682632446289
119,1.0318632125854492
120,1.0897600650787354
121,1.1037189960479736
122,1.1035816669464111
123,1.1509160995483398
124,1.080199956893921
125,1.1010098457336426
126,1.064380407333374
127,1.0650386810302734
128,1.2694664001464844
129,1.0366685390472412
130,1.106205940246582
131,1.0773851871490479
132,1.354363203048706
133,1.0561139583587646
134,1.1061654090881348
135,1.069990873336792
136,1.1089463233947754
137,1.071819543838501
138,1.0313191413879395
139,1.0027461051940918
140,1.0818352699279785
141,1.0151634216308594
142,1.1134874820709229
143,1.0814318656921387
144,1.0655734539031982
145,1.0590424537658691
146,1.0759968757629395
147,1.0772230625152588
148,1.0518794059753418
149,1.0351271629333496
150,1.111879825592041
151,1.0164992809295654
152,1.063368797302246
153,1.014552116394043
154,1.0713071823120117
155,1.004584550857544
156,1.0412826538085938
157,1.0524015426635742
158,0.9947366714477539
159,1.021172046661377
160,1.0367650985717773
161,1.0579516887664795
162,1.0782392024993896
163,1.0772480964660645
164,1.0081019401550293
165,1.032226800918579
166,1.0782322883605957
167,1.0394032001495361
168,1.0537691116333008
169,1.0254368782043457
170,1.1089153289794922
171,1.0484492778778076
172,1.0452394485473633
173,1.0647082328796387
174,1.0759272575378418
175,1.0684623718261719
176,1.0189666748046875
177,1.060318946838379
178,1.0312955379486084
179,1.0155868530273438
180,1.0570805072784424
181,1.0536785125732422
182,1.0233314037322998
183,1.1182327270507812
184,1.0286009311676025
185,1.0185484886169434
186,1.0313994884490967
187,1.036672830581665
188,1.020674467086792
189,1.0625135898590088
190,1.0468308925628662
191,1.0002434253692627
192,1.031221628189087
193,1.0827770233154297
194,1.026611566543579
195,1.0519468784332275
196,1.0255441665649414
197,1.0312044620513916
198,1.0313081741333008
199,1.0156545639038086
200,1.0547120571136475
201,0.9978680610656738
202,1.056236982345581
203,1.03117036819458
204,1.0639808177947998
205,1.0608129501342773
206,1.0062577724456787
207,1.0179297924041748
208,1.0042133331298828
209,1.012378215789795
210,1.100419044494629
211,1.0724248886108398
212,1.100412130355835
213,1.011005163192749
214,1.0834729671478271
215,1.0924780368804932
216,1.1104252338409424
217,1.1003153324127197
218,1.0148286819458008
219,1.0934319496154785
220,1.0601451396942139
221,1.0499789714813232
222,1.0448596477508545
223,1.0339207649230957
224,1.0756900310516357
225,1.0368504524230957
226,1.0278913974761963
227,1.0560603141784668
228,0.9727871417999268
229,1.0665066242218018
230,1.0572664737701416
231,1.0243589878082275
232,1.0785918235778809
233,1.0426862239837646
234,1.0209636688232422
235,0.9956576824188232
236,1.005185842514038
237,0.9948170185089111
238,1.0062179565429688
239,1.0249836444854736
240,1.0707635879516602
241,1.0478472709655762
242,1.046407699584961
243,1.0317251682281494
244,1.0837008953094482
245,1.025951862335205
246,1.0000345706939697
247,1.046590805053711
248,1.045661449432373
249,1.0550978183746338
250,1.305234670639038
251,1.0312080383300781
252,1.0209598541259766
253,1.0743584632873535
254,0.9888262748718262
255,0.9960062503814697
256,1.0030174255371094
257,1.0322315692901611
258,0.9834191799163818
259,1.0313515663146973
260,1.0552942752838135
261,1.0802459716796875
262,1.031181812286377
263,1.0499448776245117
264,1.0312261581420898
265,1.0313212871551514
266,1.015913486480713
267,0.9848785400390625
